# heliumInput = PEDIGREE
"LineName"	"MaleParent"	"FemaleParent"
"CP800320"	"CP710424"	"CP650357"
"CP800322"	"CP660346"	"CP700321"
"CP800323"	"CP660346"	"CP700321"
"CP800324"	"CP710334"	"L70065"
"CP800325"	"CP710334"	"L70065"
"CP800326"	"CP690373"	"CP720310"
"CP800327"	"CP710334"	"CP700310"
"CP800328"	"CP690373"	"CP720310"
"CP800329"	"CP700401"	"CP650357"
"CP800331"	"CP710334"	"L70065"
"CP800332"	"CP660346"	"CP61037"
"CP800335"	"CP700401"	"CP52068"
"CP800337"	"CP710334"	"L65069"
"CP800342"	"L65069"	"CP650357"
"CP800346"	"CP690373"	"CP650357"
"CP800348"	"CP660346"	"CP710382"
"CP800349"	"CP660346"	"CP61039"
"CP800350"	"CP690373"	"CP61037"
"CP800351"	"CP720333"	"CP700300"
"CP800352"	"CP660346"	"CP61037"
"CP800355"	"MISC"	"MISC"
"CP800356"	"CP660346"	"CP700300"
"CP800358"	"L70065"	"L70016"
"CP800360"	"L65069"	"CP720353"
"CP801161"	NA	NA
"CP801743"	"CP681067"	"CP722083"
"CP801827"	"CP731311"	"CP701133"
"CP810301"	"CP700300"	"CP52068"
"CP810304"	"CP690373"	"CP710371"
"CP810306"	"CP660346"	"CP650357"
"CP810307"	"CP730343"	"CP700321"
"CP810311"	"CP660346"	"CP670412"
"CP810312"	"L65069"	"CP700310"
"CP810315"	"L65069"	"CP650357"
"CP810316"	"L65069"	"CP650357"
"CP810319"	"CP690373"	"CP650357"
"CP810320"	"CP660346"	"CP650357"
"CP810325"	"CP730343"	"CP710318"
"CP810327"	"CP690373"	"CP730341"
"CP810328"	"CP730343"	"CP710318"
"CP810329"	"CP660346"	"CP700300"
"CP810332"	NA	NA
"CP810333"	"CP660346"	"CP720355"
"CP810335"	"CP700300"	"CP700310"
"CP810338"	"L65069"	"CP660346"
"CP810340"	"CP660346"	"CP710318"
"CP810341"	"L65069"	"CP720356"
"CP810342"	"L65069"	"CP660346"
"CP811254"	"CP78POLY08"	"CP721210"
"CP811302"	"CP711086"	"CP722079"
"CP811425"	"CP711240"	"CP681067"
"CP811435"	"CP711240"	"CP681067"
"CP81POLYP1"	NA	NA
"CP820501"	"CP770413"	"CP650357"
"CP820506"	"CP770407"	"CP650357"
"CP820507"	"CP720355"	"CP740383"
"CP820508"	"CP740328"	"CP61039"
"CP820510"	"CP770407"	"CP650357"
"CP820512"	"CP660346"	"CP740383"
"CP820513"	"CP720355"	"CP61039"
"CP820514"	"CP670412"	"CP650357"
"CP820517"	"CP720355"	"CP61039"
"CP820518"	"CP720355"	"CP770413"
"CP820519"	"CP730340"	"CP720355"
"CP820520"	"CP730340"	"CP720355"
"CP820521"	"CP730343"	"CP720355"
"CP820525"	"CP720370"	"CP770401"
"CP820527"	"CP700401"	"CP720356"
"CP820528"	"CP670412"	"CP700321"
"CP820529"	"CP660346"	"CP770403"
"CP820530"	"CP670412"	"CP730345"
"CP820532"	"CP700401"	"CP720356"
"CP820533"	"CP660346"	"CP770403"
"CP820534"	"CP660346"	"CP730351"
"CP820537"	"L65069"	"CP720356"
"CP820538"	"CP730343"	"CP700330"
"CP820540"	"CP670412"	"CP720353"
"CP820541"	"MISC"	"MISC"
"CP820543"	"CP770403"	"CP650357"
"CP820545"	"CP770403"	"CP650357"
"CP820546"	"CP770403"	"CP650357"
"CP820547"	"MISC"	"MISC"
"CP820548"	"MISC"	"MISC"
"CP820549"	"MISC"	"MISC"
"CP820550"	NA	NA
"CP820551"	"CP770403"	"CP650357"
"CP820552"	"CP670412"	"CP730340"
"CP820553"	"MISC"	"MISC"
"CP820554"	"MISC"	"MISC"
"CP820557"	"MISC"	"MISC"
"CP820558"	"MISC"	"MISC"
"CP820559"	"MISC"	"MISC"
"CP821592"	"CP701133"	"CP721210"
"CP822043"	"CP770407"	"CP721312"
"CP82POLY01"	NA	NA
"CP830600"	"CP740385"	"CP770416"
"CP830601"	"CP730351"	"CP720370"
"CP830603"	"CP730351"	"CP720355"
"CP830605"	"CP660346"	"CP730340"
"CP830606"	"CP720370"	"CP740385"
"CP830607"	"CP770414"	"CP720355"
"CP830608"	"CP770414"	"CP720355"
"CP830611"	"CP730343"	"CP720370"
"CP830613"	"CP730343"	"CP720370"
"CP830614"	"CP770414"	"CP720355"
"CP830617"	"CP770414"	"CP750351"
"CP830619"	"CP670412"	"CP730340"
"CP830620"	"CP730343"	"CP701133"
"CP830623"	"CP730343"	"CP770406"
"CP830625"	"L65069"	"CP700330"
"CP830626"	"CP750360"	"CP740387"
"CP830628"	"CP750319"	"CP650357"
"CP830629"	"CP750319"	"CP650357"
"CP830631"	"CP770413"	"CP650357"
"CP830632"	"CP750360"	"CP740387"
"CP830634"	"CP770410"	"CP750361"
"CP830636"	"CP720355"	"CP730343"
"CP830637"	"CP760330"	"CP660346"
"CP830640"	"CP770413"	"CP760330"
"CP830641"	"CP750319"	"CP770414"
"CP830643"	"L65069"	"CP700321"
"CP830644"	"CP63588"	"CP740385"
"CP830646"	"CP770410"	"CP53319"
"CP830648"	"CP720355"	"CP770405"
"CP830649"	"CP720355"	"CP730351"
"CP830651"	"MISC"	"MISC"
"CP830655"	"CP770403"	"CP650357"
"CP830656"	"CP770403"	"CP650357"
"CP830657"	"CP770414"	"CP700321"
"CP830658"	"CP770414"	"CP650357"
"CP830659"	"US74032"	"CP650357"
"CP830661"	"CP770401"	"CP740383"
"CP830670"	"CP740322"	"CP770405"
"CP831770"	"CP751283"	"CP711194"
"CP831773"	"CP742013"	"CP681067"
"CP831969"	NA	NA
"CP840700"	"CP720355"	"CP740383"
"CP840701"	"CP720355"	"CP740383"
"CP840702"	"CP770418"	"CP740387"
"CP840703"	"CP720355"	"CP740383"
"CP840707"	"CP720370"	"CP740387"
"CP840709"	"CP720355"	"CP740383"
"CP840713"	"CP770410"	"CP740383"
"CP840714"	"CP751091"	"CP61037"
"CP840716"	"CP770403"	"CP730351"
"CP840717"	"CP730350"	"CP701133"
"CP840718"	"CP730351"	"CP770414"
"CP840719"	"CP730351"	"CP720355"
"CP840722"	"CP730350"	"CP701133"
"CP840723"	"CP730343"	"CP720370"
"CP840725"	"CP770403"	"CP730351"
"CP840726"	"CP730351"	"CP61039"
"CP840729"	"CP770403"	"CP730351"
"CP840730"	"CP730343"	"CP720370"
"CP840731"	"CP730343"	"CP720370"
"CP840732"	"CP770403"	"CP730351"
"CP840733"	"CP730350"	"CP701133"
"CP840734"	"CP730351"	"CP742013"
"CP840737"	"CP770403"	"CP720355"
"CP840738"	"CP730351"	"CP742013"
"CP840739"	"CP730350"	"CP701133"
"CP840741"	"CP770403"	"CP720355"
"CP840742"	"CP730350"	"CP701133"
"CP840743"	"CP730351"	"CP770418"
"CP840746"	"CP730351"	"CP770418"
"CP840749"	"CP770403"	"CP720355"
"CP840750"	"CP700321"	"CP720355"
"CP840752"	"CP770418"	"CP740383"
"CP840754"	"CP720370"	"CP730345"
"CP840755"	"CP770418"	"CP740383"
"CP840759"	"CP700330"	"CP720355"
"CP840761"	"CP770413"	"CP730341"
"CP840764"	"CP700330"	"CP760350"
"CP840768"	"CP700330"	"CP720370"
"CP840772"	"CP770418"	"CP650357"
"CP840773"	"CP770413"	"CP760350"
"CP840774"	"CP730351"	"CP730368"
"CP840776"	"CP770407"	"CP650357"
"CP841198"	"CP722086"	"CP701133"
"CP841322"	"CP722086"	"CP52068"
"CP843266"	"CP730351"	"CP770418"
"CP850800"	"CP750330"	"CP720356"
"CP850801"	"CP750330"	"CP720356"
"CP850802"	"CP750330"	"CP720356"
"CP850803"	"CP770413"	"CP660346"
"CP850805"	"CP770413"	"CP660346"
"CP850806"	"CP730351"	"CP720355"
"CP850808"	"CP730351"	"CP720355"
"CP850810"	"CP730351"	"CP720355"
"CP850811"	"CP740387"	"CP740383"
"CP850812"	"CP720355"	"CP740383"
"CP850815"	"POLYX"	"CP750324"
"CP850822"	"CP670412"	"CP750327"
"CP850823"	"CP670412"	"CP750327"
"CP850825"	"CP750327"	"CP770310"
"CP850827"	"CP770413"	"CP760340"
"CP850829"	"CP770407"	"CP740387"
"CP850830"	"CP770407"	"CP740387"
"CP850832"	"CP770407"	"CP740387"
"CP850833"	"CP720355"	"CP740387"
"CP850834"	"CP770413"	"CP730351"
"CP850836"	"CP670412"	"CP760340"
"CP850838"	"CP760351"	"CP770418"
"CP850842"	"CP720355"	"CP650357"
"CP850846"	"CP770418"	"CP750324"
"CP850849"	"CP770413"	"CP760340"
"CP850851"	"CP670412"	"CP740322"
"CP850853"	"CP770418"	"CP720356"
"CP850854"	"CP770418"	"CP650357"
"CP850855"	"CP730351"	"CP730308"
"CP850856"	"CP730351"	"CP730308"
"CP850857"	"CP720355"	"CP750327"
"CP850858"	"CP670412"	"CP770407"
"CP850859"	"CP770407"	"CP750361"
"CP850860"	"US77010"	"US77017"
"CP850861"	"CP770414"	"CP770310"
"CP850862"	"CP770414"	"CP770310"
"CP850866"	"US77012"	"CP650357"
"CP850867"	"CP740387"	"CP770417"
"CP851211"	NA	NA
"CP85POLY06"	NA	NA
"CP860900"	"CP750308"	"CP770413"
"CP860901"	"CP780304"	"CP780344"
"CP860911"	"CP780304"	"CP730308"
"CP860912"	"CP780304"	"CP760380"
"CP860913"	"CP780304"	"CP760380"
"CP860915"	"CP780304"	"CP760380"
"CP860916"	"L65069"	"CP720356"
"CP860917"	"L65069"	"CP720356"
"CP860918"	"CP770418"	"CP760306"
"CP860919"	"CP770418"	"CP760306"
"CP860920"	"L65069"	"CP720356"
"CP860921"	"CP770418"	"CP720370"
"CP860924"	"CP770418"	"CP720370"
"CP860925"	"CP780304"	"CP760380"
"CP860926"	"CP780304"	"CP680361"
"CP860927"	"CP770418"	"MISC"
"CP860929"	"CP770418"	"CP720355"
"CP860933"	"CP770413"	"CP760340"
"CP860936"	"CP720370"	"CP760340"
"CP860939"	"CP780304"	"CP760356"
"CP860941"	"CP780304"	"CP760356"
"CP860942"	"CP780304"	"CP760356"
"CP860945"	"CP770418"	"CP740322"
"CP860946"	"CP680361"	"CP770310"
"CP860947"	"CP780338"	"CP670412"
"CP860948"	"CP740387"	"CP720355"
"CP860949"	"CP760356"	"CP650357"
"CP860950"	"CP670412"	"CP770414"
"CP860952"	"CP740387"	"CP680368"
"CP860955"	"CP751091"	"CP750361"
"CP860956"	"CP670412"	"CP770414"
"CP860957"	"CP770310"	"CP750361"
"CP860958"	"CP770310"	"CP750361"
"CP860961"	"CP770310"	"CP750361"
"CP860962"	"MISC"	"MISC"
"CP860964"	"CP780355"	"CP670412"
"CP860967"	"MISC"	"MISC"
"CP860969"	"CP780355"	"CP670412"
"CP860970"	"CP720355"	"CP740383"
"CP860972"	"CP780355"	"CP720370"
"CP860973"	"MISC"	"MISC"
"CP860974"	"CP770407"	"CP750361"
"CP860976"	"L65069"	"US78007"
"CP860977"	"US78025"	"CP720370"
"CP860979"	"US78019"	"CP750361"
"CP861206"	"CP722086"	"CP751082"
"CP870600"	"CP780317"	"CP780388"
"CP870601"	"CP770418"	"CP740387"
"CP870602"	"CP720355"	"CP740383"
"CP870603"	"CP720355"	"CP740383"
"CP870604"	"CP780317"	"CP780388"
"CP870605"	"P2"	"CP700321"
"CP870606"	"P2"	"CP700321"
"CP870607"	"CP720355"	"CP740383"
"CP870608"	"P2"	"CP700321"
"CP870609"	"H87P2"	"CP700321"
"CP870610"	"CP720355"	"CP740383"
"CP870611"	"CP720355"	"CP740383"
"CP870612"	"CP770418"	"CP790311"
"CP870613"	"CP770418"	"CP780344"
"CP870614"	"CP770418"	"CP740387"
"CP870615"	"P1"	"CP700321"
"CP870616"	"P1"	"CP700321"
"CP870617"	"CP770413"	"CP730308"
"CP870618"	"CP770413"	"CP730308"
"CP870619"	"CP720355"	"CP740383"
"CP870620"	"CP770418"	"CP790311"
"CP870621"	"P1"	"CP700321"
"CP870622"	"CP780355"	"CP770310"
"CP870623"	"CP770418"	"CP720370"
"CP870624"	"CP730351"	"CP760350"
"CP870625"	"CP700330"	"CP43064"
"CP870626"	"CP770418"	"CP750308"
"CP870627"	"CP770418"	"CP750308"
"CP870628"	"CP700330"	"CP650357"
"CP870629"	"CP700330"	"CP650357"
"CP870630"	"CP700330"	"CP650357"
"CP870631"	"CP700330"	"CP650357"
"CP870632"	"CP660346"	"CP770403"
"CP870633"	"CP770407"	"CP760340"
"CP870634"	"CP770418"	"CP740383"
"CP870635"	"CP770418"	"CP740383"
"CP870636"	"L65069"	"CP740309"
"CP870637"	"CP770418"	"CP750308"
"CP870638"	"CP770310"	"CP61039"
"CP870639"	"CP700330"	"CP790302"
"CP870640"	"CP670412"	"CP790302"
"CP870641"	"CP730351"	"CP720370"
"CP870642"	"CP730351"	"CP700330"
"CP870643"	"CP730351"	"CP720370"
"CP870644"	"CP730351"	"CP720355"
"CP870645"	"CP730351"	"CP700330"
"CP870646"	"CP780304"	"CP790302"
"CP870647"	"CP660346"	"CP780344"
"CP870648"	"CP700330"	"CP790302"
"CP870649"	"L79018"	"CP720356"
"CP870650"	"CP720355"	"CP650357"
"CP870651"	"CP57614"	"CP790318"
"CP870652"	"CP730351"	"CP720355"
"CP870653"	"CP790327"	"CP720356"
"CP870654"	"CP790327"	"CP720356"
"CP870655"	"CP780304"	"CP720370"
"CP870656"	"CP700330"	"CP790302"
"CP870657"	"CP800313"	"CP720370"
"CP870658"	"CP770310"	"US79010"
"CP870659"	"CP43064"	"US79008"
"CP870660"	"CP701133"	"US79004"
"CP870661"	"CP780304"	"US79011"
"CP870662"	"US79018"	"CP750361"
"CP870663"	"US79027"	"CP720356"
"CP870664"	"CP720355"	"US79008"
"CP870665"	"CP720355"	"US79008"
"CP870666"	"CP720355"	"US79008"
"CP870667"	"CP720355"	"US79008"
"CP870668"	"CP720355"	"US79008"
"CP870669"	"CP720370"	"CP650357"
"CP871743"	"CP801161"	"CP791374"
"CP880700"	"CP57614"	"CP790318"
"CP880701"	"CP57614"	"CP790318"
"CP880702"	"CP800329"	"CP790302"
"CP880703"	"CP800329"	"CP790302"
"CP880704"	"CP781140"	"CP790301"
"CP880705"	"CP800313"	"CP790302"
"CP880706"	"L79018"	"CP780338"
"CP880707"	"CP700330"	"CP770310"
"CP880708"	"CP800346"	"CP800315"
"CP880709"	"CP700321"	"CP740383"
"CP880710"	"CP700321"	"CP740383"
"CP880711"	"CP720355"	"CP790318"
"CP880712"	"CP700321"	"CP800313"
"CP880713"	"CP790327"	"CP790302"
"CP880714"	"CP720355"	"CP790318"
"CP880715"	"CP730351"	"L79018"
"CP880716"	"CP800323"	"CP790348"
"CP880717"	"CP740387"	"CP790348"
"CP880718"	"CP742005"	"CP790301"
"CP880719"	"CP760331"	"CP720370"
"CP880720"	"CP800323"	"CP790348"
"CP880721"	"CP720355"	"CP700321"
"CP880722"	"CP700321"	"CP650357"
"CP880723"	"CP800346"	"CP790318"
"CP880724"	"CP720355"	"CP700321"
"CP880725"	"CP720355"	"CP650357"
"CP880726"	"CP681026"	"CP790301"
"CP880727"	"CP800315"	"CP790302"
"CP880728"	"CP800323"	"CP740383"
"CP880729"	"CP800323"	"CP740383"
"CP880730"	"CP720370"	"CP790302"
"CP880731"	"CP790327"	"CP720356"
"CP880732"	"CP800315"	"CP720370"
"CP880733"	"CP800323"	"CP790301"
"CP880734"	"P6"	"CP760331"
"CP880735"	"CP730351"	"CP720370"
"CP880736"	"CP730351"	"CP720370"
"CP880737"	"CP780304"	"CP780310"
"CP880738"	"CP800323"	"CP790302"
"CP880740"	"CP730351"	"CP730308"
"CP880741"	"CP730351"	"CP790332"
"CP880742"	"CP780304"	"CP790318"
"CP880743"	"CP740387"	"CP700330"
"CP880744"	"CP740387"	"CP700330"
"CP880745"	"CP780338"	"CP800315"
"CP880746"	"CP780338"	"CP800315"
"CP880747"	"CP800323"	"CP790302"
"CP880748"	"CP770310"	"CP730308"
"CP880749"	"CP740387"	"CP700330"
"CP880750"	"CP800315"	"CP720356"
"CP880751"	"CP730351"	"CP790332"
"CP880752"	"CP730351"	"CP790332"
"CP880753"	"CP800315"	"CP720356"
"CP880754"	"CP780304"	"CP760331"
"CP880755"	"CP760331"	"CP700330"
"CP880756"	"L79010"	"CP740383"
"CP880757"	"CP720370"	"CP790318"
"CP880758"	"CP720370"	"CP790318"
"CP880759"	"CP760331"	"CP700330"
"CP880760"	"CP720370"	"CP790318"
"CP880761"	"CP760331"	"CP700330"
"CP880762"	"CP800323"	"CP700330"
"CP880763"	"CP57614"	"CP790318"
"CP880764"	"CP800323"	"CP720355"
"CP880765"	"CP780304"	"CP720356"
"CP880766"	"CP780304"	"CP720356"
"CP880767"	"CP770310"	"CP790302"
"CP880768"	"CP770310"	"CP790302"
"CP880769"	"CP780304"	"CP720356"
"CP880770"	"CP800323"	"CP800313"
"CP880771"	"CP800323"	"CP800313"
"CP880772"	"CP800323"	"CP790332"
"CP880773"	"CP780303"	"CP780344"
"CP880774"	"CP720370"	"CP740383"
"CP880775"	"CP720370"	"CP740383"
"CP880776"	"CP790327"	"CP780304"
"CP880777"	"CP780323"	"CP790318"
"CP880778"	"CP720370"	"CP740383"
"CP880779"	"CP760301"	"CP780344"
"CP880780"	"CP780304"	"CP740383"
"CP880781"	"CP670412"	"US80028"
"CP880782"	"CP790327"	"US80024"
"CP880783"	"CP790327"	"US80024"
"CP881165"	"CP811302"	"CL61620"
"CP881762"	"CP85POLY06"	"CP801743"
"CP882032"	"IJ76497"	"CP722086"
"CP890800"	"CP720370"	"CP740383"
"CP890801"	"CP780304"	"CP760331"
"CP890802"	"CP760331"	"CP790318"
"CP890804"	"CP800323"	"CP720356"
"CP890805"	"CP800323"	"CP790318"
"CP890811"	"CP760331"	"CP700330"
"CP890812"	"CP780317"	"CP790348"
"CP890814"	"CP780304"	"CP760331"
"CP890816"	"CP57614"	"CP720356"
"CP890817"	"CP760331"	"CP790332"
"CP890818"	"CP760331"	"CP790332"
"CP890821"	"CP760301"	"CP790332"
"CP890822"	"CP780304"	"CP720356"
"CP890824"	"CP700330"	"CP650357"
"CP890825"	"CP750308"	"CP700321"
"CP890829"	"CP800313"	"CP790348"
"CP890830"	"CP760331"	"CP720370"
"CP890831"	"CP760331"	"CP720370"
"CP890832"	"CP700330"	"CP650357"
"CP890834"	"CP700330"	"CP650357"
"CP890837"	"CP760301"	"CP810316"
"CP890838"	"CP760331"	"CP810341"
"CP890839"	"CP760331"	"CP810341"
"CP890844"	"CP760331"	"CP810341"
"CP890845"	"CP780304"	"CP720370"
"CP890846"	"CP780304"	"CP810325"
"CP890847"	"CP760331"	"CP810341"
"CP890848"	"CP790348"	"CP740383"
"CP890851"	"CP790348"	"CP760331"
"CP890852"	"CP780304"	"CP810325"
"CP890853"	"CP760331"	"CP810341"
"CP890855"	"CP770310"	"CP760331"
"CP890859"	"CP790348"	"CP760331"
"CP890860"	"CP790348"	"CP740383"
"CP890864"	"CP770310"	"CP760331"
"CP890866"	"CP790348"	"CP760331"
"CP890867"	"CP760301"	"CP780317"
"CP890868"	"CP760301"	"CP780317"
"CP890870"	"CP742013"	"CP740383"
"CP890871"	"CP780348"	"CP650357"
"CP890873"	"CP790348"	"CP770310"
"CP890874"	"CP790348"	"CP790302"
"CP890877"	"CP800323"	"CP790348"
"CP890879"	"CP790348"	"CP740383"
"CP890880"	"US78020"	"CP780304"
"CP890882"	"US80024"	"CP790348"
"CP890883"	"US80024"	"CP790348"
"CP890884"	"US80024"	"CP790318"
"CP890885"	"US80024"	"CP790348"
"CP890886"	"US80024"	"CP790348"
"CP890887"	"US80034"	"CP790332"
"CP890888"	"US80012"	"CP790318"
"CP890889"	"US80024"	"CP790318"
"CP890890"	"CP760301"	"US72199"
"CP890891"	"CP810338"	"CP700321"
"CP890893"	"US80012"	"CP790318"
"CP892143"	"CP722086"	"CP811254"
"CP892377"	NA	NA
"CP89POLYP3"	NA	NA
"CP900900"	"LCP81030"	"CP720356"
"CP900901"	"LCP81030"	"CP720356"
"CP900902"	"LCP81030"	"CP740383"
"CP900903"	"CP701133"	"CP820543"
"CP900904"	"CP780317"	"CP720370"
"CP900905"	"CP780317"	"CP720356"
"CP900906"	"CP701133"	"CP820543"
"CP900907"	"CP62258"	"CP700321"
"CP900908"	"CP62258"	"CP700321"
"CP900909"	"LCP81030"	"CP790348"
"CP900910"	"LCP81030"	"CP790348"
"CP900911"	"CP780317"	"CP650357"
"CP900912"	"CP670412"	"CP760331"
"CP900913"	"CP771776"	"CP720356"
"CP900914"	"CP760331"	"CP820537"
"CP900915"	"CP760331"	"CP820537"
"CP900916"	"CP730351"	"CP790300"
"CP900917"	"LCP81030"	"CP790348"
"CP900918"	"LCP81030"	"CP790348"
"CP900919"	"LCP81030"	"CP790348"
"CP900920"	"LCP81030"	"CP790348"
"CP900921"	"LCP81030"	"CP790348"
"CP900922"	"LCP81030"	"CP650357"
"CP900923"	"CP720370"	"CP740383"
"CP900924"	"CP820551"	"CP650357"
"CP900925"	"LCP81030"	"CP820528"
"CP900926"	"LCP81030"	"CP740383"
"CP900927"	"LCP81030"	"CP790348"
"CP900928"	"CP760331"	"CP790332"
"CP900929"	"CP800323"	"CP820550"
"CP900930"	"CP760331"	"CP790348"
"CP900931"	"CP800323"	"CP810316"
"CP900932"	"CP760331"	"LCP8130"
"CP900933"	"CP760331"	"CP720356"
"CP900934"	"CP780317"	"CP820547"
"CP900935"	"CP780317"	"CP820547"
"CP900936"	"CP760331"	"CP820550"
"CP900937"	"CP800323"	"CP820559"
"CP900938"	"CP760331"	"CP790348"
"CP900939"	"LCP81030"	"LCP81009"
"CP900940"	"CP780317"	"CP820547"
"CP900942"	"CP742005"	"CP820559"
"CP900943"	"CP820537"	"CP820550"
"CP900944"	"CP57614"	"CP820547"
"CP900945"	"CP780304"	"CP790318"
"CP900946"	"LCP81030"	"CP820547"
"CP900947"	"LCP81030"	"CP820559"
"CP900948"	"LCP81030"	"CP820559"
"CP900949"	"CP820537"	"CP790318"
"CP900950"	"CP820537"	"CP790318"
"CP900951"	"CP820551"	"CP720370"
"CP900952"	"CP820551"	"CP720370"
"CP900953"	"CP57614"	"LCP81009"
"CP900954"	"LCP81030"	"CP820559"
"CP900955"	"CP57614"	"LCP81009"
"CP900956"	"LCP81030"	"CP700330"
"CP900958"	"LCP81030"	"CP820559"
"CP900959"	"LCP81030"	"CP820547"
"CP900960"	"CP780317"	"CP800356"
"CP900961"	"LCP81030"	"CP800356"
"CP900962"	"LCP81030"	"CP820559"
"CP900963"	"LCP81030"	"CP780304"
"CP900964"	"LCP81030"	"CP780304"
"CP900965"	"LCP81030"	"CP780304"
"CP900966"	"LCP81030"	"CP780304"
"CP900967"	"LCP81030"	"CP780304"
"CP900969"	"LCP81030"	"CP780304"
"CP900970"	"CP720370"	"CP810325"
"CP900971"	"LCP81030"	"CP780304"
"CP900972"	"LCP81030"	"CP780304"
"CP900973"	"LCP81030"	"CP780304"
"CP900974"	"LCP81030"	"CP780304"
"CP900975"	"CP711038"	"CP810325"
"CP900976"	"CP711038"	"CP810325"
"CP900977"	"CP711038"	"CP810325"
"CP900978"	"LCP81030"	"CP820527"
"CP900979"	"CP800323"	"CP790348"
"CP900980"	"LCP81030"	"CP820527"
"CP900981"	"CP800323"	"CP780304"
"CP900982"	"CP800323"	"CP780304"
"CP900983"	"LCP81030"	"CP820527"
"CP900984"	"LCP81030"	"CP790332"
"CP900985"	"CP57614"	"CP780317"
"CP900986"	"CP760331"	"CP790332"
"CP900987"	"CP830657"	"CP790332"
"CP900988"	"CP780304"	"CP700321"
"CP900989"	"CP790327"	"CP700330"
"CP901222"	"CP722086"	"CP751322"
"CP901424"	"CP742005"	"CP751082"
"CP901436"	"CP781610"	"CP810332"
"CP901533"	NA	NA
"CP910500"	"CP760331"	"CP830625"
"CP910501"	"CP760331"	"CP830625"
"CP910502"	"CP790348"	"CP700321"
"CP910503"	"LCP81030"	"CP790318"
"CP910504"	"LCP81030"	"CP790318"
"CP910505"	"CP760331"	"CP720370"
"CP910506"	"CP720370"	"LCP81010"
"CP910507"	"CP670412"	"CP650357"
"CP910508"	"CP670412"	"CP650357"
"CP910509"	"CP760331"	"CP720370"
"CP910510"	"CP720356"	"CP820559"
"CP910511"	"CP720356"	"CP820559"
"CP910512"	"CP720356"	"CP820559"
"CP910513"	"CP760331"	"CP810322"
"CP910514"	"CP720356"	"LCP81010"
"CP910515"	"CP760331"	"CP810332"
"CP910516"	"CP820519"	"CP650357"
"CP910517"	"CP760331"	"CP810332"
"CP910518"	"CP760331"	"CP810332"
"CP910519"	"CP760331"	"CP810332"
"CP910520"	"CP800323"	"CP650357"
"CP910521"	"CP760331"	"LCP81010"
"CP910522"	"CP760331"	"CP810332"
"CP910523"	"LCP81030"	"CP820559"
"CP910524"	"LCP81030"	"CP740383"
"CP910525"	"CP720370"	"CP740383"
"CP910526"	"CP720370"	"CP740383"
"CP910528"	"CP760331"	"CP700330"
"CP910529"	"CP830632"	"CP830634"
"CP910530"	"CP760331"	"CP830644"
"CP910531"	"CP800323"	"CP820546"
"CP910532"	"LCP82089"	"CP810332"
"CP910533"	"CP800323"	"CP820546"
"CP910534"	"LCP81030"	"CP700330"
"CP910535"	"LCP81030"	"CP740383"
"CP910536"	"LCP82089"	"CP810332"
"CP910537"	"LCP82089"	"CP810332"
"CP910538"	"LCP82089"	"CP820559"
"CP910539"	"LCP82089"	"CP820559"
"CP910540"	"LCP82089"	"CP790318"
"CP910541"	"LCP81030"	"CP830628"
"CP910543"	"CP760331"	"CP720370"
"CP910544"	"LCP81030"	"LCP81010"
"CP910545"	"CP760331"	"CP820559"
"CP910546"	"CP760331"	"CP820559"
"CP910547"	"CP760331"	"CP720370"
"CP910548"	"CP760331"	"CP820559"
"CP910549"	"CP760331"	"CP820559"
"CP910550"	"LCP81030"	"CP810332"
"CP910551"	"LCP82089"	"LCP81010"
"CP910553"	"LCP82094"	"CP830644"
"CP910554"	"LCP82094"	"CP830644"
"CP910556"	"LCP82094"	"CP830644"
"CP910557"	"LCP82094"	"CP830644"
"CP910558"	"LCP82089"	"CP820550"
"CP910559"	"CP741210"	"CP700321"
"CP910560"	"LCP82089"	"CP820550"
"CP910561"	"LCP81030"	"CP720370"
"CP910562"	"LCP81030"	"CP720370"
"CP910563"	"CP830632"	"CP830601"
"CP910564"	"LCP82089"	"CP790318"
"CP910565"	"LCP81030"	"CP720370"
"CP910567"	"CP790348"	"CP650357"
"CP910568"	"CP790348"	"CP650357"
"CP910569"	"CP790348"	"CP650357"
"CP910570"	"LCP81030"	"CP650357"
"CP910571"	"GEHRABON"	"BC4"
"CP910572"	"US83018"	"CP700321"
"CP910573"	"CP700321"	"CP650357"
"CP910574"	"CP830657"	"CP820550"
"CP910575"	"LCP82089"	"CP830644"
"CP910576"	"CP700321"	"CP790318"
"CP910577"	"GEHRABON"	"BC4S"
"CP910578"	"GEHRABON"	"BC4S"
"CP910579"	"GEHRABON"	"BC4S"
"CP912304"	NA	NA
"CP920611"	"CP811254"	"CP790318"
"CP920612"	"CP720355"	"CP720370"
"CP920616"	"LCP81030"	"CP780304"
"CP920622"	"CP711038"	"CP810325"
"CP920623"	"CP711038"	"CP810325"
"CP920634"	"CP711038"	"CP810325"
"CP920635"	"CP711038"	"CP810325"
"CP920642"	"LCP81030"	"CP700321"
"CP920658"	"CP670412"	"CP830606"
"CP920659"	"CP711038"	"CP810325"
"CP920660"	"CP700321"	"CP650357"
"CP920665"	"LCP82089"	"CP830644"
"CP920666"	"CP760331"	"CP830606"
"CP920671"	"CP760331"	"CP830606"
"CP920672"	"LCP81030"	"CP820550"
"CP920677"	"SYLVA"	"CP840722"
"CP921320"	"CP89P5"	"CP851211"
"CP921641"	"CP841322"	"CP801827"
"CP921666"	"CP841322"	"CP821592"
